property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1,50,4.0,3.0,2,2,1070.0,0.0,0.0,0.0,1,1,0.95
0,101,2.0,2.0,0,1,637.0,0.0,0.0,0.0,1,2,0.35
0,89,5.0,7.0,4,3,3200.0,1.0,0.0,1.0,0,0,3.15
0,6,1.0,1.0,1,3,400.0,0.0,0.0,0.0,1,2,0.23
0,67,3.0,3.0,3,3,1829.0,0.0,0.0,0.0,2,0,2.78
0,90,3.0,3.0,3,3,1833.0,1.0,0.0,1.0,1,0,1.5
0,86,2.0,2.0,3,3,700.0,0.0,0.0,0.0,2,2,0.49
1,35,2.0,2.0,2,1,1210.0,0.0,0.0,2.0,2,2,1.35
1,20,6.0,6.0,4,2,3150.0,0.0,0.0,0.0,1,2,6.4
0,71,2.0,2.0,3,3,1150.0,0.0,0.0,1.0,2,1,1.1
0,72,3.0,3.0,1,3,1392.0,0.0,0.0,1.0,2,0,1.3
0,17,4.0,4.0,4,4,2553.0,1.0,0.0,0.0,1,0,2.9
0,48,3.0,3.0,3,2,1600.0,0.0,0.0,1.0,2,1,1.5
1,44,3.0,3.0,2,3,1935.0,0.0,0.0,1.0,2,2,2.55
0,65,4.0,4.0,0,1,3950.0,0.0,0.0,0.0,2,0,8.5
0,11,2.0,2.0,2,3,1235.0,0.0,0.0,1.0,0,2,0.65
0,90,4.0,4.0,4,3,2998.0,1.0,0.0,0.0,2,2,2.28
0,90,3.0,3.0,3,3,1652.0,0.0,0.0,0.0,2,0,0.88
0,5,2.0,2.0,2,1,1145.0,0.0,0.0,0.0,0,0,1.99
0,38,3.0,3.0,3,3,1711.0,0.0,0.0,1.0,2,2,1.4
1,32,5.0,3.0,0,0,1755.0,0.0,0.0,0.0,1,1,0.68
0,99,3.0,3.0,3,3,1473.0,0.0,0.0,0.0,2,1,0.71
0,28,4.0,4.0,3,2,2333.0,1.0,0.0,1.0,1,0,3.7
0,103,2.0,2.0,3,1,1222.0,0.0,0.0,0.0,2,1,0.91
0,77,3.0,3.0,3,0,2986.0,1.0,0.0,0.0,2,1,3.25
0,86,3.0,4.0,4,3,1900.0,1.0,0.0,2.0,1,0,2.2
1,13,5.0,4.0,1,0,2025.0,0.0,0.0,0.0,1,1,4.0
0,74,3.0,3.0,4,3,1765.0,1.0,0.0,0.0,1,2,1.78
0,37,3.0,5.0,4,3,1400.0,1.0,0.0,0.0,1,2,0.99
1,57,2.0,2.0,0,0,1458.0,0.0,0.0,0.0,1,1,2.95
0,90,2.0,2.0,4,3,1086.0,0.0,0.0,0.0,2,0,0.54
0,87,2.0,2.0,2,3,1176.0,0.0,0.0,1.0,1,1,0.85
0,101,2.0,2.0,2,3,974.0,0.0,0.0,0.0,1,0,0.6
1,20,5.0,5.0,0,0,2500.0,0.0,0.0,0.0,1,2,6.5
1,23,3.0,7.0,4,0,1215.0,0.0,0.0,0.0,1,2,1.0
0,101,2.0,2.0,2,1,695.0,0.0,0.0,0.0,1,0,0.45
0,99,3.0,3.0,2,3,1068.0,0.0,0.0,0.0,1,1,0.5
1,25,7.0,5.0,4,2,2367.0,0.0,0.0,1.0,1,2,4.75
1,12,4.0,4.0,4,3,2430.0,1.0,1.0,0.0,0,1,6.0
0,62,2.0,2.0,2,3,1350.0,0.0,0.0,1.0,0,1,2.12
0,92,3.0,3.0,3,3,1700.0,0.0,0.0,1.0,0,0,1.59
1,28,4.0,4.0,4,0,1800.0,1.0,1.0,0.0,2,1,6.5
0,68,2.0,2.0,2,3,1072.0,0.0,0.0,0.0,2,2,1.7
0,11,3.0,3.0,2,1,1711.0,0.0,0.0,0.0,1,0,2.6
1,31,5.0,6.0,4,0,5000.0,0.0,0.0,0.0,1,2,8.95
0,99,4.0,4.0,3,3,2267.0,0.0,0.0,0.0,1,2,1.44
0,25,3.0,3.0,3,3,1860.0,0.0,0.0,1.0,2,2,2.55
0,36,3.0,2.0,3,1,1122.0,0.0,0.0,0.0,2,1,1.0
1,48,7.0,7.0,4,2,2403.0,1.0,1.0,1.0,2,1,4.95
0,40,4.0,3.0,3,2,2611.0,1.0,0.0,2.0,1,2,1.5
0,81,2.0,2.0,2,1,1214.0,0.0,0.0,1.0,2,0,0.86
0,62,2.0,3.0,2,3,1250.0,1.0,0.0,1.0,1,2,2.15
1,29,5.0,5.0,4,2,3240.0,1.0,1.0,1.0,2,1,12.5
0,103,2.0,2.0,2,3,1043.0,0.0,0.0,0.0,2,1,0.65
0,74,4.0,4.0,4,0,2667.0,1.0,0.0,1.0,2,2,2.35
0,91,2.0,2.0,3,3,1630.0,0.0,1.0,0.0,0,2,1.11
1,28,3.0,2.0,3,2,1350.0,0.0,0.0,0.0,1,1,4.25
0,67,3.0,3.0,3,3,1600.0,1.0,0.0,1.0,1,2,2.25
0,89,2.0,2.0,2,3,850.0,0.0,0.0,1.0,0,2,0.78
0,90,2.0,2.0,3,3,1394.0,0.0,0.0,0.0,1,0,1.15
1,77,5.0,5.0,4,3,3653.0,0.0,0.0,0.0,1,0,3.1
0,98,4.0,4.0,4,0,2468.0,1.0,0.0,0.0,2,0,2.0
0,74,3.0,5.0,3,3,1527.0,1.0,0.0,0.0,2,2,1.64
0,96,3.0,3.0,2,0,1722.0,0.0,0.0,1.0,2,2,0.94
0,11,4.0,4.0,4,3,2631.0,1.0,0.0,0.0,2,2,2.08
1,86,1.0,1.0,0,3,1095.0,0.0,0.0,0.0,1,1,0.89
1,29,7.0,9.0,4,3,11111.0,1.0,1.0,1.0,2,2,18.25
0,91,4.0,4.0,3,3,2600.0,0.0,0.0,0.0,1,1,2.13
0,99,3.0,2.0,3,3,1240.0,0.0,0.0,0.0,1,2,0.65
0,66,2.0,2.0,2,4,978.0,0.0,0.0,0.0,1,1,1.65
1,28,5.0,5.0,2,0,3375.0,0.0,0.0,1.0,2,1,9.9
1,28,5.0,6.0,3,2,2700.0,1.0,1.0,1.0,2,2,10.0
0,5,3.0,4.0,4,3,2250.0,1.0,0.0,0.0,2,0,2.05
0,103,2.0,2.0,2,3,1105.0,0.0,0.0,2.0,2,0,0.9
0,92,3.0,2.0,2,1,833.0,0.0,0.0,0.0,1,1,0.6
0,11,3.0,4.0,2,3,2343.0,1.0,0.0,0.0,1,0,3.95
0,103,2.0,2.0,2,3,762.0,0.0,0.0,0.0,2,2,0.4
0,92,3.0,3.0,2,1,1690.0,0.0,0.0,0.0,1,2,0.9
0,76,1.0,1.0,2,3,425.0,0.0,0.0,1.0,1,1,0.37
1,27,4.0,4.0,2,2,2844.0,0.0,0.0,0.0,1,1,6.5
0,99,4.0,4.0,3,3,1939.0,1.0,0.0,0.0,2,0,1.25
1,57,4.0,4.0,4,3,1503.0,0.0,0.0,1.0,1,1,4.0
0,51,4.0,4.0,3,0,11111.0,1.0,0.0,0.0,1,2,8.5
0,12,3.0,3.0,4,3,1466.0,0.0,0.0,0.0,0,2,1.5
0,89,2.0,2.0,2,3,950.0,0.0,0.0,1.0,0,1,0.65
0,75,2.0,2.0,3,1,1142.0,0.0,0.0,0.0,2,0,1.65
0,38,3.0,3.0,4,3,1983.0,1.0,0.0,0.0,1,2,1.72
0,1,3.0,3.0,3,3,1489.0,0.0,0.0,1.0,1,1,1.28
0,91,3.0,4.0,4,3,2026.0,1.0,0.0,0.0,0,2,2.1
1,23,4.0,3.0,2,0,1557.0,0.0,1.0,1.0,2,2,2.68
0,14,5.0,5.0,2,3,3500.0,1.0,0.0,0.0,0,2,4.1
0,91,4.0,4.0,3,3,2600.0,1.0,0.0,0.0,1,2,2.1
0,18,3.0,3.0,1,1,1167.0,0.0,0.0,1.0,1,1,0.65
1,68,5.0,6.0,4,3,3150.0,1.0,1.0,1.0,0,2,12.0
0,91,4.0,4.0,4,3,2545.0,1.0,0.0,0.0,1,2,2.3
1,13,4.0,3.0,2,2,1800.0,0.0,0.0,0.0,1,1,2.2
0,12,3.0,3.0,4,3,1584.0,0.0,0.0,0.0,2,0,1.4
0,37,2.0,3.0,3,3,1442.0,0.0,0.0,0.0,1,2,0.85
0,72,3.0,3.0,1,3,1392.0,0.0,0.0,0.0,2,0,1.38
0,75,2.0,2.0,3,0,1285.0,0.0,0.0,0.0,1,2,1.2
0,38,3.0,2.0,3,4,1538.0,0.0,0.0,0.0,1,0,1.02
0,91,4.0,4.0,3,3,2300.0,1.0,0.0,0.0,1,2,2.14
0,62,3.0,3.0,3,3,2400.0,1.0,0.0,1.0,0,1,2.82
0,9,5.0,6.0,4,4,3797.0,0.0,0.0,1.0,2,2,6.3
0,69,4.0,4.0,4,3,2854.0,1.0,0.0,1.0,0,0,4.5
0,58,3.0,3.0,3,0,2036.0,0.0,0.0,0.0,2,2,2.5
0,69,3.0,3.0,3,3,2047.0,0.0,0.0,1.0,0,1,2.65
0,5,2.0,2.0,1,3,568.0,0.0,0.0,2.0,2,0,0.45
1,103,2.0,2.0,1,1,1150.0,0.0,0.0,0.0,1,2,0.49
0,6,1.0,2.0,2,1,402.0,0.0,0.0,0.0,1,2,0.3
0,15,1.0,1.0,1,3,374.0,0.0,0.0,2.0,2,1,0.5
0,72,4.0,4.0,1,3,2186.0,0.0,0.0,0.0,2,0,2.0
1,98,4.0,4.0,3,1,2430.0,0.0,0.0,1.0,1,1,3.6
0,31,3.0,4.0,3,2,3133.0,1.0,1.0,0.0,1,2,4.3
0,72,3.0,3.0,2,3,1428.0,0.0,0.0,1.0,0,2,1.52
0,76,3.0,4.0,3,0,1631.0,1.0,0.0,0.0,2,1,1.12
0,38,3.0,3.0,3,3,1686.0,0.0,0.0,0.0,1,0,1.5
0,86,2.0,2.0,2,4,1194.0,0.0,0.0,0.0,1,2,0.89
1,68,5.0,6.0,4,1,3150.0,1.0,0.0,0.0,1,2,12.0
0,31,3.0,3.0,3,0,1777.0,1.0,0.0,0.0,2,2,2.3
1,75,4.0,5.0,4,3,2610.0,1.0,1.0,1.0,2,2,5.4
0,51,3.0,3.0,3,3,1894.0,0.0,0.0,1.0,2,0,2.5
0,48,4.0,4.0,4,0,3000.0,0.0,0.0,0.0,1,1,3.45
0,54,4.0,4.0,3,0,3068.0,1.0,0.0,1.0,2,2,6.44
0,95,2.0,2.0,2,4,1390.0,0.0,0.0,0.0,1,0,0.65
0,76,4.0,4.0,3,0,1985.0,1.0,0.0,0.0,2,0,1.32
0,10,3.0,4.0,0,1,2137.0,0.0,0.0,0.0,2,1,1.4
0,74,3.0,5.0,3,1,2167.0,0.0,0.0,0.0,2,1,1.8
0,103,2.0,2.0,3,3,1095.0,0.0,0.0,0.0,0,2,0.72
0,83,3.0,4.0,4,3,1416.0,1.0,0.0,1.0,2,0,1.5
0,35,3.0,2.0,2,1,1444.0,0.0,0.0,0.0,2,2,1.35
0,91,3.0,4.0,3,3,1925.0,0.0,0.0,0.0,1,2,1.83
0,10,2.0,2.0,2,3,543.0,0.0,0.0,0.0,1,2,0.29
0,7,3.0,2.0,2,1,848.0,0.0,0.0,0.0,2,2,0.65
1,3,6.0,7.0,0,0,4500.0,0.0,0.0,0.0,1,2,4.75
0,36,3.0,4.0,3,1,2820.0,0.0,0.0,2.0,1,0,4.1
0,18,3.0,3.0,2,3,1178.0,0.0,0.0,0.0,1,2,0.6
0,97,2.0,2.0,3,1,1176.0,0.0,0.0,0.0,1,0,0.7
0,92,2.0,2.0,3,3,1339.0,0.0,0.0,0.0,1,2,1.3
0,44,4.0,5.0,3,0,5000.0,1.0,0.0,2.0,2,2,8.44
0,102,4.0,4.0,4,1,3041.0,1.0,0.0,0.0,2,1,3.25
0,102,2.0,2.0,2,1,473.0,0.0,0.0,0.0,2,1,0.32
1,56,3.0,3.0,4,2,2160.0,1.0,1.0,1.0,1,1,4.6
0,35,3.0,3.0,2,4,2093.0,0.0,0.0,0.0,2,1,2.5
0,103,2.0,2.0,0,3,481.0,0.0,0.0,0.0,1,1,0.25
0,7,3.0,2.0,4,3,1303.0,0.0,1.0,1.0,1,0,1.3
0,69,4.0,4.0,4,0,2127.0,1.0,0.0,1.0,2,2,2.85
1,20,6.0,4.0,2,2,1935.0,0.0,0.0,1.0,1,1,3.5
0,57,3.0,4.0,3,2,2278.0,1.0,0.0,0.0,2,2,1.85
0,95,3.0,1.0,0,1,1103.0,0.0,0.0,0.0,1,1,1.1
0,99,4.0,4.0,3,3,2286.0,1.0,0.0,0.0,2,2,1.1
0,86,2.0,2.0,1,4,814.0,0.0,0.0,0.0,1,1,0.6
0,11,2.0,3.0,3,3,978.23,1.0,0.0,0.0,2,1,0.9
1,28,10.0,10.0,3,2,3159.0,0.0,0.0,1.0,2,2,9.0
0,12,3.0,3.0,2,0,2576.0,1.0,0.0,1.0,2,2,2.2
0,23,3.0,3.0,4,2,1611.0,0.0,0.0,2.0,2,2,1.4
0,37,3.0,3.0,0,1,1820.0,0.0,0.0,0.0,2,1,1.35
0,10,2.0,2.0,1,3,598.0,0.0,0.0,0.0,1,2,0.36
1,25,6.0,6.0,4,2,2368.0,0.0,1.0,1.0,2,1,4.7
0,6,4.0,6.0,4,3,2602.0,1.0,0.0,1.0,2,2,2.2
1,41,4.0,2.0,2,0,585.0,0.0,0.0,0.0,1,1,0.65
0,35,2.0,2.0,3,1,86.0,0.0,0.0,0.0,2,1,1.2
1,12,5.0,5.0,2,3,2430.0,1.0,0.0,0.0,2,1,6.2
1,27,8.0,5.0,4,2,540.0,0.0,0.0,0.0,1,2,1.6
0,103,2.0,2.0,2,3,694.0,0.0,0.0,0.0,2,0,0.35
1,68,5.0,6.0,4,3,4500.0,1.0,1.0,2.0,0,2,18.0
0,97,3.0,3.0,2,3,1578.0,0.0,0.0,0.0,1,0,1.25
0,90,3.0,3.0,3,3,1610.0,0.0,0.0,0.0,2,2,1.05
1,50,2.0,4.0,2,0,945.0,0.0,1.0,1.0,1,2,0.96
0,102,2.0,1.0,2,1,652.0,0.0,0.0,0.0,1,2,0.5
0,95,2.0,3.0,3,4,998.0,0.0,0.0,0.0,1,2,0.86
0,37,3.0,3.0,3,3,1595.0,0.0,0.0,0.0,1,1,1.27
0,17,4.0,5.0,4,4,2060.0,0.0,0.0,1.0,2,0,2.57
0,86,3.0,4.0,4,3,2513.0,1.0,0.0,1.0,2,2,2.35
0,89,3.0,3.0,3,3,1387.0,1.0,0.0,1.0,0,0,1.3
0,87,2.0,2.0,2,3,1202.0,0.0,0.0,1.0,2,0,0.89
0,5,3.0,3.0,4,3,2250.0,1.0,0.0,1.0,2,1,1.85
0,16,3.0,5.0,4,3,2536.0,1.0,0.0,1.0,1,0,3.75
1,45,3.0,9.0,4,0,1836.0,0.0,0.0,1.0,2,2,4.49
0,79,2.0,2.0,4,3,1300.0,0.0,0.0,0.0,2,2,1.57
0,32,2.0,2.0,2,4,1604.0,0.0,0.0,0.0,1,2,1.3
1,46,6.0,6.0,4,0,1845.0,0.0,1.0,1.0,2,2,4.5
0,72,4.0,4.0,2,3,1819.0,0.0,0.0,0.0,2,2,1.68
1,27,8.0,10.0,4,2,3915.0,0.0,0.0,0.0,1,1,10.0
0,75,4.0,4.0,3,3,1600.0,0.0,0.0,0.0,1,1,1.6
0,47,3.0,4.0,4,0,1950.0,1.0,0.0,0.0,1,2,2.15
0,103,2.0,2.0,2,3,1319.0,0.0,0.0,1.0,2,2,0.78
0,12,3.0,3.0,3,3,1550.0,0.0,0.0,0.0,2,2,1.6
1,68,5.0,6.0,4,3,6667.0,1.0,1.0,1.0,2,2,19.0
0,99,3.0,3.0,2,3,1442.0,0.0,0.0,0.0,2,0,0.68
0,87,2.0,2.0,2,3,1175.0,0.0,0.0,1.0,2,1,0.78
0,60,4.0,4.0,4,3,4254.0,1.0,1.0,1.0,0,0,5.0
0,73,3.0,2.0,1,1,889.0,0.0,0.0,0.0,1,1,0.48
0,90,2.0,2.0,3,3,1361.0,0.0,0.0,1.0,1,2,1.15
0,38,3.0,3.0,3,4,1389.0,0.0,0.0,0.0,1,1,1.1
0,74,3.0,4.0,2,3,1950.0,1.0,0.0,0.0,1,0,1.75
0,51,3.0,3.0,2,3,1245.0,0.0,1.0,1.0,2,2,1.4
0,72,4.0,4.0,1,3,1783.0,0.0,0.0,0.0,2,0,1.72
1,38,1.0,1.0,0,3,1535.0,0.0,0.0,0.0,1,1,1.16
0,67,4.0,4.0,3,3,1650.0,0.0,0.0,1.0,2,1,2.8
0,92,3.0,4.0,4,3,1580.0,0.0,1.0,0.0,0,0,1.56
0,2,3.0,3.0,4,0,1705.0,1.0,0.0,0.0,2,1,0.73
1,51,3.0,3.0,2,0,3240.0,1.0,0.0,0.0,2,1,11.95
1,22,2.0,5.0,3,2,1440.0,0.0,0.0,0.0,1,2,3.5
0,38,3.0,3.0,4,3,2191.0,0.0,0.0,0.0,1,2,1.71
0,41,2.0,2.0,1,3,1000.0,0.0,0.0,1.0,2,1,0.46
1,23,3.0,3.0,3,0,1557.0,0.0,0.0,1.0,1,1,2.75
0,21,3.0,3.0,4,0,1611.0,0.0,0.0,0.0,2,1,1.6
0,66,3.0,2.0,2,4,630.0,0.0,0.0,0.0,1,1,0.42
0,14,4.0,5.0,3,3,3032.0,1.0,0.0,0.0,2,2,3.3
0,12,3.0,4.0,4,3,1946.0,1.0,0.0,0.0,2,1,1.75
0,92,3.0,2.0,1,1,1878.0,0.0,0.0,0.0,1,2,0.95
0,38,4.0,3.0,3,3,2025.0,1.0,0.0,0.0,1,0,1.77
1,41,3.0,2.0,1,1,684.0,0.0,0.0,0.0,1,1,0.7
1,29,3.0,3.0,3,2,8829.0,0.0,0.0,0.0,2,1,3.25
0,5,3.0,4.0,4,3,1700.0,1.0,0.0,1.0,0,2,1.7
1,75,3.0,3.0,4,3,1611.0,0.0,0.0,1.0,2,1,1.04
0,95,2.0,2.0,2,4,1441.0,0.0,0.0,0.0,1,2,0.8
0,86,4.0,6.0,4,3,3801.0,1.0,0.0,1.0,1,0,4.5
0,10,2.0,2.0,4,3,1236.0,0.0,0.0,0.0,2,2,0.82
0,75,2.0,2.0,2,1,1402.0,0.0,0.0,0.0,1,0,1.25
0,64,4.0,6.0,3,3,3932.0,1.0,1.0,1.0,2,0,9.14
0,38,2.0,2.0,3,3,1300.0,0.0,0.0,0.0,2,1,0.8
0,92,2.0,2.0,1,1,1300.0,0.0,0.0,0.0,1,0,0.82
0,49,3.0,3.0,3,2,1600.0,0.0,0.0,1.0,1,1,1.9
0,103,2.0,2.0,2,4,1000.0,0.0,0.0,0.0,1,2,0.93
0,83,2.0,2.0,2,1,1688.0,0.0,0.0,0.0,1,0,0.8
0,74,4.0,5.0,4,0,2114.0,1.0,0.0,1.0,2,2,2.1
0,103,2.0,2.0,2,1,521.0,0.0,0.0,0.0,1,2,0.27
0,86,2.0,2.0,2,3,1112.0,0.0,0.0,1.0,2,1,0.95
0,57,3.0,4.0,4,2,1900.0,1.0,0.0,1.0,2,2,1.54
0,4,2.0,2.0,3,1,1086.0,0.0,0.0,0.0,2,2,0.9
0,87,4.0,4.0,4,3,1774.0,1.0,0.0,0.0,2,1,1.3
0,83,3.0,3.0,3,3,2167.0,0.0,0.0,1.0,2,1,1.1
0,25,2.0,2.0,2,3,1533.0,0.0,0.0,0.0,1,2,2.0
0,23,2.0,2.0,3,0,1281.0,0.0,0.0,1.0,2,1,0.95
0,56,3.0,3.0,2,0,1700.0,0.0,0.0,1.0,1,2,1.44
0,99,3.0,3.0,1,3,711.0,0.0,0.0,0.0,1,1,0.42
0,74,2.0,2.0,3,3,1222.0,0.0,0.0,0.0,1,1,1.23
0,49,3.0,3.0,3,2,1633.0,0.0,0.0,1.0,2,1,1.95
0,12,3.0,3.0,4,3,1466.0,0.0,0.0,0.0,1,2,1.4
1,58,5.0,5.0,4,3,5580.0,1.0,1.0,1.0,0,2,9.25
1,28,5.0,3.0,2,2,1350.0,0.0,1.0,0.0,1,2,4.5
0,38,2.0,2.0,3,3,1310.0,0.0,0.0,0.0,0,2,0.8
0,83,3.0,4.0,4,1,1946.0,1.0,0.0,0.0,1,0,1.85
0,101,3.0,2.0,2,1,866.0,0.0,0.0,2.0,1,0,0.55
1,12,4.0,6.0,4,1,3600.0,1.0,1.0,0.0,0,2,8.48
0,69,3.0,3.0,3,3,2724.0,1.0,0.0,0.0,2,0,3.49
1,22,4.0,4.0,4,2,3500.0,1.0,1.0,0.0,1,1,6.95
0,35,3.0,2.0,4,1,113.0,0.0,0.0,0.0,2,0,1.4
0,76,3.0,3.0,4,3,1344.0,0.0,0.0,1.0,1,2,1.0
0,57,3.0,4.0,4,2,2200.0,0.0,0.0,1.0,0,2,2.1
0,91,4.0,4.0,3,3,2600.0,0.0,0.0,0.0,1,2,2.13
0,65,4.0,4.0,3,1,3956.0,0.0,0.0,0.0,2,0,7.52
0,37,3.0,3.0,3,1,1400.0,0.0,0.0,0.0,1,2,1.26
0,57,4.0,3.0,4,2,1900.0,0.0,0.0,1.0,1,2,1.59
1,99,4.0,4.0,3,3,1743.0,0.0,0.0,0.0,1,2,0.85
0,99,3.0,3.0,2,4,140.0,0.0,0.0,0.0,1,0,0.7
0,57,4.0,4.0,4,3,2500.0,0.0,0.0,1.0,2,2,2.05
0,43,3.0,3.0,2,2,1640.0,0.0,0.0,2.0,2,0,2.75
0,49,3.0,4.0,3,0,1750.75,1.0,0.0,1.0,2,2,1.98
1,12,7.0,6.0,3,3,3600.0,1.0,0.0,0.0,2,2,9.5
0,77,4.0,5.0,4,3,2625.0,1.0,0.0,0.0,1,0,3.5
1,56,4.0,4.0,4,2,1449.0,0.0,0.0,1.0,1,1,3.55
0,95,2.0,3.0,2,1,1226.0,1.0,0.0,1.0,2,2,0.86
0,31,3.0,4.0,4,0,1956.0,1.0,0.0,2.0,1,2,2.2
0,94,2.0,2.0,1,1,695.0,0.0,0.0,0.0,1,2,0.45
0,103,2.0,2.0,2,4,1350.0,0.0,0.0,0.0,1,2,0.69
1,14,1.0,1.0,0,0,500.0,0.0,0.0,0.0,1,1,0.34
0,69,3.0,3.0,4,0,2236.0,1.0,0.0,1.0,0,0,2.95
0,69,3.0,4.0,3,3,2490.0,1.0,0.0,1.0,2,0,3.5
0,35,3.0,3.0,2,4,1619.0,0.0,0.0,0.0,1,2,2.1
0,2,3.0,4.0,2,3,1670.0,1.0,0.0,0.0,1,2,1.2
0,95,3.0,2.0,3,1,1550.0,0.0,0.0,0.0,1,2,1.1
0,70,2.0,2.0,2,3,1149.0,0.0,0.0,0.0,2,2,1.4
0,72,3.0,3.0,2,3,1455.0,0.0,0.0,1.0,2,1,1.55
0,2,3.0,2.0,4,2,1696.0,0.0,0.0,0.0,2,2,0.64
1,44,1.0,1.0,0,2,1935.0,0.0,0.0,0.0,1,1,5.5
0,76,3.0,3.0,3,3,1466.0,0.0,0.0,0.0,2,0,1.1
0,35,3.0,2.0,4,1,1409.0,0.0,0.0,0.0,1,0,1.3
1,28,6.0,7.0,4,0,1800.0,1.0,0.0,1.0,2,1,6.6
1,34,5.0,5.0,4,0,1620.0,0.0,1.0,1.0,2,2,4.25
1,75,2.0,3.0,4,1,1319.0,0.0,0.0,0.0,0,2,0.92
0,103,2.0,2.0,1,1,615.0,0.0,0.0,0.0,1,2,0.4
0,97,3.0,3.0,4,3,1645.0,0.0,0.0,1.0,2,0,1.15
0,20,3.0,4.0,4,2,1956.0,0.0,0.0,0.0,1,2,2.2
0,95,2.0,2.0,2,4,1230.0,0.0,0.0,0.0,1,1,1.0
0,83,3.0,4.0,2,1,2389.0,1.0,0.0,0.0,1,0,1.9
0,86,3.0,3.0,4,3,1570.0,1.0,0.0,2.0,1,2,2.2
0,97,4.0,4.0,4,3,2005.0,0.0,0.0,0.0,2,0,1.78
1,44,4.0,4.0,4,0,540.0,1.0,0.0,2.0,2,2,2.45
0,63,3.0,3.0,3,1,1223.0,1.0,0.0,0.0,2,2,2.45
0,102,2.0,2.0,2,1,583.0,0.0,0.0,0.0,2,2,0.31
0,97,2.0,2.0,3,1,1224.0,0.0,0.0,0.0,2,2,0.7
0,9,4.0,3.0,3,2,1678.0,1.0,0.0,0.0,2,0,1.35
1,12,4.0,4.0,2,3,4800.0,1.0,0.0,0.0,2,2,5.75
0,97,3.0,3.0,4,3,1700.0,1.0,0.0,0.0,2,0,1.25
1,32,1.0,1.0,0,0,3800.0,0.0,0.0,0.0,1,1,3.5
0,102,2.0,2.0,1,3,538.0,0.0,0.0,0.0,1,2,0.27
0,16,3.0,3.0,2,3,2225.56,1.0,0.0,1.0,0,0,3.75
0,79,2.0,2.0,4,3,1200.0,0.0,0.0,0.0,2,0,1.54
1,41,2.0,2.0,1,0,67.0,0.0,0.0,0.0,1,1,0.58
0,77,4.0,4.0,4,1,3000.0,1.0,0.0,1.0,0,0,5.25
1,23,3.0,9.0,4,1,1557.0,1.0,0.0,1.0,2,2,3.65
0,14,3.0,3.0,4,3,1850.0,1.0,0.0,1.0,2,2,1.8
1,61,2.0,2.0,0,0,1222.0,0.0,0.0,0.0,1,2,0.85
0,2,3.0,4.0,3,3,2717.0,1.0,0.0,0.0,1,2,0.75
1,23,4.0,5.0,2,0,5200.0,0.0,0.0,0.0,1,1,5.2
0,10,2.0,2.0,4,1,1236.0,0.0,0.0,0.0,2,0,0.9
0,97,3.0,3.0,3,0,1541.0,1.0,0.0,0.0,1,0,1.25
1,51,4.0,4.0,2,2,2160.0,1.0,0.0,0.0,1,1,7.0
1,51,5.0,6.0,4,0,3240.0,0.0,0.0,0.0,2,2,12.0
0,92,3.0,2.0,1,1,1529.0,0.0,0.0,0.0,1,0,1.25
0,67,3.0,3.0,3,3,1524.0,1.0,0.0,1.0,2,1,2.36
0,92,3.0,3.0,3,4,1715.0,1.0,0.0,0.0,1,2,1.05
0,53,4.0,4.0,4,1,2199.0,0.0,0.0,0.0,1,0,1.76
0,86,3.0,2.0,4,3,1319.0,0.0,0.0,0.0,0,2,1.1
0,99,3.0,2.0,2,3,1473.0,0.0,0.0,0.0,1,2,0.8
0,89,2.0,2.0,2,3,990.0,0.0,0.0,1.0,0,1,0.6
0,91,3.0,3.0,3,3,1587.0,0.0,0.0,0.0,1,2,0.93
1,48,4.0,4.0,3,0,2700.0,1.0,1.0,1.0,0,2,6.4
0,5,3.0,3.0,2,3,1493.0,1.0,0.0,1.0,0,2,1.45
0,91,2.0,2.0,3,3,1700.0,0.0,0.0,1.0,0,2,1.18
1,46,4.0,4.0,2,3,1620.0,0.0,0.0,1.0,1,1,3.5
1,89,3.0,3.0,4,1,2160.0,1.0,0.0,0.0,1,2,1.7
0,101,2.0,2.0,2,1,1256.0,0.0,0.0,0.0,2,0,0.55
0,5,2.0,2.0,2,3,828.0,0.0,0.0,0.0,2,2,0.96
0,103,2.0,2.0,1,1,699.0,0.0,0.0,0.0,2,1,0.35
0,74,6.0,7.0,4,3,5333.0,1.0,0.0,0.0,2,1,5.0
1,50,2.0,1.0,0,3,1100.0,0.0,0.0,0.0,1,1,0.55
0,35,2.0,2.0,2,4,1492.0,0.0,0.0,0.0,2,1,1.2
0,79,3.0,3.0,3,1,1826.0,0.0,0.0,1.0,1,0,2.2
0,81,3.0,3.0,4,1,1451.0,0.0,1.0,1.0,2,2,1.35
0,35,2.0,2.0,0,4,85.0,0.0,0.0,0.0,2,0,1.2
0,36,3.0,2.0,3,4,978.0,0.0,0.0,0.0,1,2,0.72
1,18,3.0,3.0,0,3,1160.0,0.0,0.0,0.0,1,1,0.7
0,72,3.0,3.0,2,3,1455.0,0.0,0.0,0.0,2,1,1.43
0,103,1.0,1.0,1,3,477.809521,0.0,0.0,1.0,1,2,0.22
0,67,3.0,3.0,3,3,2696.0,1.0,0.0,1.0,2,0,5.2
0,94,3.0,3.0,4,3,1990.0,0.0,0.0,0.0,2,2,1.3
0,72,2.0,2.0,1,3,536.0,0.0,0.0,1.0,2,2,0.62
